日付,会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
2026-07-18,常滑,3,4,5050,木下雄介,31,滋賀,52,A2,5.55,38.16,5.85,41.03,19,33.86,19,11.11,123 16      12
2026-07-18,常滑,3,5,5456,今村天次,20,兵庫,51,B2,1.89,0.00,0.00,0.00,55,27.88,42,66.67,664 3        9
2026-07-18,常滑,3,6,3602,奥平拓也,56,東京,53,B1,4.16,16.47,5.19,29.03,15,29.89,36,0.00,45562
2026-07-18,常滑,4,1,3576,白水勝也,53,福岡,52,A1,6.62,47.57,6.06,37.50,58,31.49,22,45.45,122144      10
2026-07-18,常滑,4,2,4902,山川雄大,33,兵庫,51,B1,4.79,31.11,3.14,14.29,41,31.84,24,40.00,1 2416      10
2026-07-18,常滑,4,3,3896,上田洋平,49,滋賀,51,B1,5.09,28.21,5.28,30.23,35,47.62,70,11.11,3 3343       9
2026-07-18,常滑,4,4,4104,木下陽介,46,東京,59,B1,3.42,15.07,4.60,26.67,42,38.80,26,22.22,2 2225      11
2026-07-18,常滑,4,5,3769,佐竹恒彦,52,滋賀,52,A2,5.67,39.24,5.00,29.41,34,26.25,47,55.56,4 3514       8
2026-07-18,常滑,4,6,3315,広瀬聖仁,60,愛知,53,B1,4.41,24.29,5.12,28.57,13,31.82,51,30.00,14665
2026-07-18,常滑,5,1,4472,尾嶋一広,39,兵庫,56,A1,6.23,41.23,6.12,41.18,51,36.93,69,22.22,145333      10
2026-07-18,常滑,5,2,5245,倉富大誠,24,愛知,52,B1,5.23,32.10,3.08,12.00,60,32.62,53,40.00,3 1262      12
2026-07-18,常滑,5,3,4318,桑原将光,41,東京,52,A2,5.23,26.67,5.31,25.00,54,29.14,75,36.36,4 4432
2026-07-18,常滑,5,4,3752,宇土泰就,55,福岡,58,B1,4.31,18.89,4.38,23.08,12,44.44,54,20.00,654 43
2026-07-18,常滑,5,5,4273,佐藤旭,44,静岡,53,B1,4.98,30.00,4.78,32.43,3,45.99,23,27.27,31125       12
2026-07-18,常滑,5,6,4463,三苫晃幸,40,福岡,55,A2,6.40,48.35,5.23,31.82,57,31.82,72,0.00,1 1322      11
2026-07-18,常滑,6,1,4488,小山勉,40,埼玉,52,A1,6.90,54.78,5.89,42.86,29,35.56,52,0.00,652511      11
2026-07-18,常滑,6,2,4022,待鳥雄紀,46,福岡,57,B1,4.41,21.95,5.62,40.54,17,30.23,73,54.55,52134       10
2026-07-18,常滑,6,3,3911,鈴木猛,52,東京,53,B1,5.32,33.63,4.63,19.51,24,33.15,74,60.00,613 13      11
2026-07-18,常滑,6,4,4943,八木治樹,35,愛知,54,B1,4.36,17.81,4.83,20.00,4,34.22,38,20.00,5 5144
2026-07-18,常滑,6,5,4129,宇野博之,46,愛知,56,B1,3.92,16.67,6.06,31.25,28,27.32,25,20.00,255 55
2026-07-18,常滑,6,6,4549,小林文彦,37,福岡,53,A2,6.37,43.82,5.35,26.92,5,34.41,50,40.00,22221       10
2026-07-18,常滑,7,1,4877,鈴谷一平,31,兵庫,56,A1,6.02,43.56,6.17,50.00,53,39.31,78,72.73,161561      12
2026-07-18,常滑,7,2,4298,宮下元胤,43,愛知,55,A2,6.07,42.74,6.04,45.61,38,29.35,17,18.18,333 42      11
2026-07-18,常滑,7,3,5386,米玉利大,20,兵庫,53,B1,3.11,10.13,1.38,0.00,40,34.48,71,30.00,3 465        2
2026-07-18,常滑,7,4,5309,森雄利,21,長崎,52,B1,3.38,15.38,0.00,0.00,52,34.10,46,50.00,266 5        1
2026-07-18,常滑,7,5,3859,多羅尾達,53,東京,52,B1,4.14,23.26,3.33,4.76,1,34.46,37,42.11,621 36       2
2026-07-18,常滑,7,6,5103,芝田京介,28,埼玉,55,B2,3.54,17.86,0.80,0.00,16,38.46,40,50.00,5 466        1
2026-07-18,常滑,8,1,4340,土性雅也,41,三重,54,B2,3.94,25.00,3.78,14.81,32,31.55,77,20.00,4 456        2
2026-07-18,常滑,8,2,3769,佐竹恒彦,52,滋賀,52,A2,5.67,39.24,5.00,29.41,34,26.25,47,55.56,4 3514       4
2026-07-18,常滑,8,3,4665,加藤啓太,42,愛知,51,B1,4.07,16.28,4.57,23.81,7,34.29,58,53.85,3 6365
2026-07-18,常滑,8,4,3731,高濱芳久,53,広島,53,B1,4.91,25.64,0.00,0.00,26,35.87,56,20.00,533 25       3
2026-07-18,常滑,8,5,5292,佐藤右京,24,東京,56,B1,4.31,21.11,2.92,2.78,30,41.81,29,10.00,32265        1
2026-07-18,常滑,8,6,4910,中村泰平,30,愛知,52,A1,6.76,55.10,6.14,42.31,39,39.66,60,57.14,412111      12
2026-07-18,常滑,9,1,3630,黒田誠司,56,静岡,56,B1,3.97,17.74,3.78,17.39,47,33.70,76,0.00,5 512        1
2026-07-18,常滑,9,2,4116,川田正人,45,徳島,51,B1,4.51,13.75,5.59,36.36,50,34.46,15,0.00,554 23
2026-07-18,常滑,9,3,3722,西村秀樹,56,福岡,53,B1,2.95,5.13,1.20,0.00,20,32.00,18,72.73,465 3        3
2026-07-18,常滑,9,4,3743,林美憲,51,徳島,53,A1,5.13,37.25,6.42,47.37,37,33.15,66,41.67,636464       2
2026-07-18,常滑,9,5,3896,上田洋平,49,滋賀,51,B1,5.09,28.21,5.28,30.23,35,47.62,70,11.11,3 3343       4
2026-07-18,常滑,9,6,5456,今村天次,20,兵庫,51,B2,1.89,0.00,0.00,0.00,55,27.88,42,66.67,664 3        3
2026-07-18,常滑,10,1,4549,小林文彦,37,福岡,53,A2,6.37,43.82,5.35,26.92,5,34.41,50,40.00,22221        6
2026-07-18,常滑,10,2,3576,白水勝也,53,福岡,52,A1,6.62,47.57,6.06,37.50,58,31.49,22,45.45,122144       4
2026-07-18,常滑,10,3,3349,吉田一郎,58,長崎,52,A1,6.66,50.56,6.82,58.82,31,42.78,21,31.25,6 1214       1
2026-07-18,常滑,10,4,4902,山川雄大,33,兵庫,51,B1,4.79,31.11,3.14,14.29,41,31.84,24,40.00,1 2416       4
2026-07-18,常滑,10,5,4472,尾嶋一広,39,兵庫,56,A1,6.23,41.23,6.12,41.18,51,36.93,69,22.22,145333       5
2026-07-18,常滑,10,6,4022,待鳥雄紀,46,福岡,57,B1,4.41,21.95,5.62,40.54,17,30.23,73,54.55,52134        6
2026-07-18,常滑,11,1,4463,三苫晃幸,40,福岡,55,A2,6.40,48.35,5.23,31.82,57,31.82,72,0.00,1 1322       5
2026-07-18,常滑,11,2,3158,島川光男,61,広島,53,A2,6.14,42.39,5.28,31.25,59,38.67,55,30.00,241 31       2
2026-07-18,常滑,11,3,4104,木下陽介,46,東京,59,B1,3.42,15.07,4.60,26.67,42,38.80,26,22.22,2 2225       4
2026-07-18,常滑,11,4,3911,鈴木猛,52,東京,53,B1,5.32,33.63,4.63,19.51,24,33.15,74,60.00,613 13       6
2026-07-18,常滑,11,5,4488,小山勉,40,埼玉,52,A1,6.90,54.78,5.89,42.86,29,35.56,52,0.00,652511       6
2026-07-18,常滑,11,6,4298,宮下元胤,43,愛知,55,A2,6.07,42.74,6.04,45.61,38,29.35,17,18.18,333 42       7
2026-07-18,常滑,12,1,4910,中村泰平,30,愛知,52,A1,6.76,55.10,6.14,42.31,39,39.66,60,57.14,412111       8
2026-07-18,常滑,12,2,4273,佐藤旭,44,静岡,53,B1,4.98,30.00,4.78,32.43,3,45.99,23,27.27,31125        5
2026-07-18,常滑,12,3,5050,木下雄介,31,滋賀,52,A2,5.55,38.16,5.85,41.03,19,33.86,19,11.11,123 16       3
2026-07-18,常滑,12,4,5245,倉富大誠,24,愛知,52,B1,5.23,32.10,3.08,12.00,60,32.62,53,40.00,3 1262       5
2026-07-18,常滑,12,5,4877,鈴谷一平,31,兵庫,56,A1,6.02,43.56,6.17,50.00,53,39.31,78,72.73,161561       7
2026-07-18,常滑,12,6,4434,田中辰彦,40,広島,54,A2,6.16,46.94,6.28,44.44,22,30.99,30,54.55,144 26       3
2026-07-18,蒲郡,1,1,4290,稲田浩二,41,兵庫,52,A1,6.87,45.24,7.25,53.13,14,30.25,23,30.69,264 2 125   10
2026-07-18,蒲郡,1,2,4148,枝尾賢,44,福岡,52,A2,6.05,41.07,5.52,32.00,19,34.71,40,35.12,6 244 643
2026-07-18,蒲郡,1,3,3978,齊藤仁,49,東京,51,A2,5.89,33.91,7.28,56.00,58,35.83,35,40.08,6 3 135 33   9
2026-07-18,蒲郡,1,4,4055,吉田俊彦,48,兵庫,53,A2,6.76,51.85,7.33,51.85,49,33.46,13,33.91,3 265 4 66
2026-07-18,蒲郡,1,5,4042,丸岡正典,46,大阪,52,A2,6.56,46.15,6.91,54.55,32,33.10,71,34.40,4 123 3 3   10
2026-07-18,蒲郡,1,6,3717,立間充宏,51,岡山,56,A2,5.43,30.12,0.00,0.00,16,34.38,15,37.56,4 5 464 12   6
2026-07-18,蒲郡,2,1,4261,岡祐臣,42,三重,55,A2,6.36,47.01,6.77,45.71,35,36.73,32,34.48,5 131 2 6   11
2026-07-18,蒲郡,2,2,4715,村上遼,34,長崎,53,A1,6.29,39.68,6.84,52.00,75,24.34,50,31.47,543 5 462    6
2026-07-18,蒲郡,2,3,4269,杉山裕也,40,愛知,53,A2,6.63,51.02,6.78,50.42,46,35.36,61,37.60,2 5 112 4   10
2026-07-18,蒲郡,2,4,3711,江本真治,51,山口,54,A2,6.17,42.22,6.13,50.00,72,42.11,46,34.48,2 245 6 25   6
2026-07-18,蒲郡,2,5,4012,中村有裕,46,滋賀,58,A2,6.18,46.67,6.45,59.52,11,30.61,14,36.55,1 664 1 66
2026-07-18,蒲郡,2,6,3779,原田幸哉,50,長崎,53,A1,6.47,36.44,6.54,33.33,27,37.21,60,34.82,365 6 551    9
2026-07-18,蒲郡,3,1,4903,吉田凌太,32,愛知,51,A1,6.17,45.10,7.10,57.69,70,36.92,74,33.62,124 251 4   10
2026-07-18,蒲郡,3,2,4227,安達裕樹,43,三重,52,A2,6.18,37.04,6.13,42.11,51,31.77,75,30.09,6 344 233    7
2026-07-18,蒲郡,3,3,4477,篠崎仁志,38,福岡,55,A1,7.26,47.62,6.50,45.00,77,45.54,17,36.44,5 333 413   11
2026-07-18,蒲郡,3,4,4027,松江秀徳,48,佐賀,56,A2,6.01,41.18,5.76,32.00,50,26.88,30,42.19,6 6 563 56
2026-07-18,蒲郡,3,5,4342,谷野錬志,41,静岡,54,A2,6.12,37.21,7.36,53.57,13,42.86,68,31.50,3 551 4 62   8
2026-07-18,蒲郡,3,6,3422,服部幸男,55,静岡,55,A2,6.10,43.55,7.07,60.00,26,40.53,18,31.28,5 132 4 26   9
2026-07-18,蒲郡,4,1,3721,守田俊介,50,滋賀,53,A1,6.46,41.35,7.44,51.85,39,39.22,47,36.60,312 2 5 4   11
2026-07-18,蒲郡,4,2,3685,荒井輝年,52,岡山,57,A2,5.92,43.88,5.48,38.71,61,34.52,54,31.17,6 4 653 54
2026-07-18,蒲郡,4,3,3931,黒崎竜也,50,三重,52,A2,5.86,39.76,6.02,42.86,54,41.46,70,36.32,3 2 451 14   9
2026-07-18,蒲郡,4,4,4324,海野康志,38,山口,61,A1,7.30,56.82,8.78,77.78,29,37.80,69,31.82,125 223 6
2026-07-18,蒲郡,4,5,4030,森高一真,48,香川,50,A1,6.97,40.00,7.22,50.00,40,40.09,25,33.74,314 1 5421
2026-07-18,蒲郡,4,6,4109,谷津幸宏,46,埼玉,54,A2,5.62,33.33,5.73,37.84,55,36.16,76,29.86,F 6 256 5
2026-07-18,蒲郡,5,1,3946,赤岩善生,50,愛知,56,A1,7.02,49.02,7.36,58.65,38,39.91,29,31.53,221 225 5   11
2026-07-18,蒲郡,5,2,4437,中田元泰,40,香川,55,A2,6.04,47.62,0.00,0.00,52,31.75,67,29.94,5 6 36224
2026-07-18,蒲郡,5,3,4645,上村純一,46,群馬,53,A1,6.40,44.35,7.17,65.52,65,35.89,19,30.28,231 6 251   10
2026-07-18,蒲郡,5,4,4757,山田祐也,37,徳島,54,A1,6.81,47.62,6.22,22.22,59,36.94,38,37.13,356 61115
2026-07-18,蒲郡,5,5,4643,近江翔吾,33,香川,53,A2,7.01,56.32,5.75,37.50,37,23.31,33,35.53,1 455 3 65
2026-07-18,蒲郡,5,6,3995,重野哲之,47,静岡,55,A2,6.49,50.57,6.24,47.62,47,28.39,66,35.29,2 466 4F3
2026-07-18,蒲郡,6,1,3415,松井繁,56,大阪,51,A1,7.23,46.09,6.75,39.29,31,34.83,22,32.62,3 51432 5   10
2026-07-18,蒲郡,6,2,3717,立間充宏,51,岡山,56,A2,5.43,30.12,0.00,0.00,16,34.38,15,37.56,4 5 464 12   1
2026-07-18,蒲郡,6,3,3711,江本真治,51,山口,54,A2,6.17,42.22,6.13,50.00,72,42.11,46,34.48,2 245 6 25   2
2026-07-18,蒲郡,6,4,4715,村上遼,34,長崎,53,A1,6.29,39.68,6.84,52.00,75,24.34,50,31.47,543 5 462    2
2026-07-18,蒲郡,6,5,4296,岡崎恭裕,39,福岡,52,A2,6.81,53.13,7.64,58.33,56,34.34,55,29.03,1 653 5 46
2026-07-18,蒲郡,6,6,3499,市川哲也,57,広島,51,A1,5.80,38.24,6.22,50.00,45,28.68,52,34.00,552 5 665
2026-07-18,蒲郡,7,1,3941,池田浩二,48,愛知,54,A1,7.82,49.56,8.77,73.53,64,36.15,16,33.03,1 52532 6   11
2026-07-18,蒲郡,7,2,4430,永田秀二,40,東京,56,A2,5.93,37.72,6.28,47.50,57,31.62,39,34.22,6 3 346 25
2026-07-18,蒲郡,7,3,4539,金子賢志,35,群馬,53,A1,6.65,48.67,6.94,50.00,24,28.24,37,39.59,463 3 1543
2026-07-18,蒲郡,7,4,4276,鈴木勝博,43,愛知,53,A2,5.77,41.84,6.14,42.00,15,27.11,41,34.18,4 5 56451
2026-07-18,蒲郡,7,5,4227,安達裕樹,43,三重,52,A2,6.18,37.04,6.13,42.11,51,31.77,75,30.09,6 344 233    3
2026-07-18,蒲郡,7,6,4168,石野貴之,44,大阪,53,A1,7.00,47.47,7.34,55.17,33,30.45,36,34.98,421 6 3612
2026-07-18,蒲郡,8,1,4847,佐藤隆太,32,東京,53,A1,7.06,50.00,8.29,71.43,22,35.94,28,30.95,6 532 313   11
2026-07-18,蒲郡,8,2,4759,今泉友吾,36,東京,52,A1,7.09,47.52,5.74,18.52,76,39.29,11,29.59,416 6 4324
2026-07-18,蒲郡,8,3,4342,谷野錬志,41,静岡,54,A2,6.12,37.21,7.36,53.57,13,42.86,68,31.50,3 551 4 62   3
2026-07-18,蒲郡,8,4,4040,廣瀬将亨,47,兵庫,56,A2,5.98,43.24,5.70,36.36,28,29.25,63,29.78,4 166 6 14
2026-07-18,蒲郡,8,5,4604,岩瀬裕亮,38,愛知,52,A1,7.35,54.14,7.11,52.44,34,46.97,72,33.05,154 145 14
2026-07-18,蒲郡,8,6,4561,藤山翔大,35,大阪,52,A2,6.25,48.18,5.32,35.14,18,39.61,12,37.44,F 414 3 5
2026-07-18,蒲郡,9,1,3719,辻栄蔵,51,広島,52,A1,6.98,47.90,8.63,81.48,60,44.86,77,30.88,453 414 43
2026-07-18,蒲郡,9,2,3978,齊藤仁,49,東京,51,A2,5.89,33.91,7.28,56.00,58,35.83,35,40.08,6 3 135 33   1
2026-07-18,蒲郡,9,3,3779,原田幸哉,50,長崎,53,A1,6.47,36.44,6.54,33.33,27,37.21,60,34.82,365 6 551    2
2026-07-18,蒲郡,9,4,3422,服部幸男,55,静岡,55,A2,6.10,43.55,7.07,60.00,26,40.53,18,31.28,5 132 4 26   3
2026-07-18,蒲郡,9,5,4505,島田賢人,38,埼玉,56,A1,6.48,46.75,6.74,59.26,20,34.15,31,43.48,133 2 6633
2026-07-18,蒲郡,9,6,3931,黒崎竜也,50,三重,52,A2,5.86,39.76,6.02,42.86,54,41.46,70,36.32,3 2 451 14   4
2026-07-18,蒲郡,10,1,4042,丸岡正典,46,大阪,52,A2,6.56,46.15,6.91,54.55,32,33.10,71,34.40,4 123 3 3    1
2026-07-18,蒲郡,10,2,4269,杉山裕也,40,愛知,53,A2,6.63,51.02,6.78,50.42,46,35.36,61,37.60,2 5 112 4    2
2026-07-18,蒲郡,10,3,4903,吉田凌太,32,愛知,51,A1,6.17,45.10,7.10,57.69,70,36.92,74,33.62,124 251 4    3
2026-07-18,蒲郡,10,4,4290,稲田浩二,41,兵庫,52,A1,6.87,45.24,7.25,53.13,14,30.25,23,30.69,264 2 125    1
2026-07-18,蒲郡,10,5,3415,松井繁,56,大阪,51,A1,7.23,46.09,6.75,39.29,31,34.83,22,32.62,3 51432 5    6
2026-07-18,蒲郡,10,6,4645,上村純一,46,群馬,53,A1,6.40,44.35,7.17,65.52,65,35.89,19,30.28,231 6 251    5
2026-07-18,蒲郡,11,1,4477,篠崎仁志,38,福岡,55,A1,7.26,47.62,6.50,45.00,77,45.54,17,36.44,5 333 413    3
2026-07-18,蒲郡,11,2,4847,佐藤隆太,32,東京,53,A1,7.06,50.00,8.29,71.43,22,35.94,28,30.95,6 532 313    8
2026-07-18,蒲郡,11,3,3721,守田俊介,50,滋賀,53,A1,6.46,41.35,7.44,51.85,39,39.22,47,36.60,312 2 5 4    4
2026-07-18,蒲郡,11,4,3946,赤岩善生,50,愛知,56,A1,7.02,49.02,7.36,58.65,38,39.91,29,31.53,221 225 5    5
2026-07-18,蒲郡,11,5,4261,岡祐臣,42,三重,55,A2,6.36,47.01,6.77,45.71,35,36.73,32,34.48,5 131 2 6    2
2026-07-18,蒲郡,11,6,3941,池田浩二,48,愛知,54,A1,7.82,49.56,8.77,73.53,64,36.15,16,33.03,1 52532 6    7
2026-07-18,蒲郡,12,1,3783,瓜生正義,50,福岡,54,A1,6.66,40.00,7.13,50.00,41,28.81,49,37.25,4 22132 1
2026-07-18,蒲郡,12,2,3874,山本寛久,50,岡山,52,A2,6.65,48.44,6.25,45.00,63,41.46,64,32.11,4 1 243 1
2026-07-18,蒲郡,12,3,3983,須藤博倫,48,埼玉,52,A1,6.94,50.44,6.24,36.96,21,40.28,58,36.77,542 1 231
2026-07-18,蒲郡,12,4,4320,峰竜太,41,佐賀,51,A1,8.18,50.63,9.46,68.57,48,26.47,27,34.16,2 111 112
2026-07-18,蒲郡,12,5,4831,羽野直也,31,福岡,56,A1,7.10,50.00,8.33,33.33,30,31.18,51,31.44,322 342 2
2026-07-18,蒲郡,12,6,4856,豊田健士,30,三重,52,A1,6.94,49.18,6.88,50.00,17,34.59,65,41.53,134 3 152
2026-07-18,平和島,1,1,3714,梶原正,51,福岡,56,B1,4.45,27.06,4.75,20.83,16,25.00,14,33.33,7
2026-07-18,平和島,1,2,5304,井田涼介,23,群馬,59,B2,2.13,4.41,1.37,0.00,26,43.48,31,9.09,
2026-07-18,平和島,1,3,3867,松浦勝,51,愛知,58,B1,3.10,12.82,3.39,16.67,44,20.00,65,52.94,8
2026-07-18,平和島,1,4,4077,品田直樹,47,東京,53,A2,5.85,34.62,4.96,31.37,39,21.05,11,21.74,9
2026-07-18,平和島,1,5,3507,藤井徹,55,大阪,52,B1,4.01,20.90,5.34,31.91,18,31.25,24,45.00,6
2026-07-18,平和島,1,6,4260,中越博紀,42,香川,54,B1,5.03,33.06,7.75,68.75,38,31.25,25,55.00,10
2026-07-18,平和島,2,1,4174,赤坂俊輔,43,長崎,52,A1,6.32,39.84,7.00,62.50,60,40.00,33,27.27,12
2026-07-18,平和島,2,2,4692,酒井俊弘,42,福井,54,B1,4.71,30.23,4.67,27.27,12,58.33,63,25.00,11
2026-07-18,平和島,2,3,4090,中村尊,45,埼玉,54,B2,5.54,38.98,6.53,47.06,52,33.33,64,0.00,7
2026-07-18,平和島,2,4,5046,松山裕基,32,大阪,54,B1,3.86,16.88,3.08,12.00,27,65.00,69,52.94,9
2026-07-18,平和島,2,5,4438,森作雄大,40,東京,53,B1,4.92,33.91,5.02,33.90,48,35.29,75,33.33,8
2026-07-18,平和島,2,6,4873,蒲原健太,32,佐賀,53,B1,4.99,29.75,0.00,0.00,11,45.45,36,21.43,
2026-07-18,平和島,3,1,3929,杢野誓良,50,愛知,52,B1,3.95,14.46,5.00,36.36,70,9.52,18,30.00,10
2026-07-18,平和島,3,2,3679,飯島昌弘,53,埼玉,53,A2,6.63,50.00,6.49,44.29,68,43.48,15,33.33,8
2026-07-18,平和島,3,3,5201,村上宗太,23,東京,52,B2,5.00,32.14,5.34,36.17,30,52.17,70,40.00,7
2026-07-18,平和島,3,4,4233,亀山雅幸,42,群馬,52,A2,6.22,47.93,5.62,42.55,24,17.65,28,38.10,11
2026-07-18,平和島,3,5,3459,中野和裕,59,佐賀,56,B1,3.34,11.24,0.00,0.00,74,15.00,21,16.67,
2026-07-18,平和島,3,6,4603,谷川将太,38,長崎,53,B1,5.46,36.14,2.67,0.00,46,38.46,12,17.86,9
2026-07-18,平和島,4,1,4167,片岡秀樹,44,徳島,58,B1,4.09,15.12,4.67,11.11,69,15.79,26,30.00,
2026-07-18,平和島,4,2,4201,佐竹友樹,43,埼玉,53,B1,4.22,18.63,4.84,22.58,13,27.27,59,33.33,11
2026-07-18,平和島,4,3,3562,山下和彦,57,広島,52,A2,5.93,43.65,5.00,33.33,10,35.00,29,35.00,9
2026-07-18,平和島,4,4,5011,高木圭大,29,長崎,53,B1,3.79,17.07,4.14,14.29,49,30.00,27,25.00,
2026-07-18,平和島,4,5,4932,新開航,30,福岡,51,A1,7.49,52.48,7.41,51.35,43,44.44,71,25.00,12
2026-07-18,平和島,4,6,4093,吉田宗弘,45,東京,51,B1,4.37,23.47,4.54,26.32,21,41.18,20,52.38,10
2026-07-18,平和島,5,1,4887,富澤祐作,39,群馬,55,B1,4.99,34.02,5.45,36.36,65,27.78,72,26.67,9
2026-07-18,平和島,5,2,5228,若林樹蘭,23,東京,51,A2,5.37,30.67,6.22,43.75,58,50.00,66,6.67,11
2026-07-18,平和島,5,3,4640,山ノ内雅,35,福岡,53,A2,6.03,40.31,7.41,58.62,19,50.00,61,25.00,10
2026-07-18,平和島,5,4,3477,近藤稔也,55,徳島,53,B1,3.57,9.76,5.29,14.29,57,6.25,62,35.00,
2026-07-18,平和島,5,5,4097,貫地谷直,44,広島,56,B1,3.52,13.70,4.67,20.83,61,56.52,17,47.37,
2026-07-18,平和島,5,6,3952,中澤和志,49,埼玉,52,A1,6.90,50.79,6.97,51.28,64,42.86,10,30.43,12
2026-07-18,平和島,6,1,3507,藤井徹,55,大阪,52,B1,4.01,20.90,5.34,31.91,18,31.25,24,45.00,1
2026-07-18,平和島,6,2,4573,佐藤翼,37,埼玉,52,A1,6.96,41.44,7.48,66.67,29,47.06,23,35.00,12
2026-07-18,平和島,6,3,4875,大塚康雅,32,東京,51,B1,5.26,33.33,4.71,31.37,15,35.29,13,30.00,
2026-07-18,平和島,6,4,3809,吉田光,51,佐賀,52,B1,4.05,9.52,6.08,42.31,53,28.57,67,62.50,
2026-07-18,平和島,6,5,3541,三嶌誠司,58,香川,54,A2,6.37,48.18,6.97,51.72,20,16.67,19,40.00,11
2026-07-18,平和島,6,6,5154,村松栄太,30,広島,54,B1,4.84,27.78,0.00,0.00,59,25.00,32,41.67,
2026-07-18,平和島,7,1,4090,中村尊,45,埼玉,54,B2,5.54,38.98,6.53,47.06,52,33.33,64,0.00,2
2026-07-18,平和島,7,2,3714,梶原正,51,福岡,56,B1,4.45,27.06,4.75,20.83,16,25.00,14,33.33,1
2026-07-18,平和島,7,3,4851,関浩哉,31,群馬,49,A1,7.51,44.32,6.81,56.25,37,23.53,30,30.00,12
2026-07-18,平和島,7,4,5201,村上宗太,23,東京,52,B2,5.00,32.14,5.34,36.17,30,52.17,70,40.00,3
2026-07-18,平和島,7,5,5235,岩田凌,27,大阪,55,B2,3.69,8.89,0.00,0.00,72,31.82,68,35.29,
2026-07-18,平和島,7,6,4553,坪口竜也,37,長崎,52,A2,5.76,36.89,6.18,41.18,62,46.67,35,50.00,11
2026-07-18,平和島,8,1,3679,飯島昌弘,53,埼玉,53,A2,6.63,50.00,6.49,44.29,68,43.48,15,33.33,3
2026-07-18,平和島,8,2,4438,森作雄大,40,東京,53,B1,4.92,33.91,5.02,33.90,48,35.29,75,33.33,2
2026-07-18,平和島,8,3,4406,幸野史明,41,福岡,52,B1,4.30,22.52,4.13,29.17,41,55.56,73,44.44,
2026-07-18,平和島,8,4,3716,石渡鉄兵,51,東京,54,A1,6.63,40.78,6.13,34.78,50,37.50,74,25.00,12
2026-07-18,平和島,8,5,3867,松浦勝,51,愛知,58,B1,3.10,12.82,3.39,16.67,44,20.00,65,52.94,1
2026-07-18,平和島,8,6,3361,岡部浩,57,徳島,52,B1,4.25,23.38,0.00,0.00,31,35.29,16,47.62,
2026-07-18,平和島,9,1,3562,山下和彦,57,広島,52,A2,5.93,43.65,5.00,33.33,10,35.00,29,35.00,4
2026-07-18,平和島,9,2,4077,品田直樹,47,東京,53,A2,5.85,34.62,4.96,31.37,39,21.05,11,21.74,1
2026-07-18,平和島,9,3,5046,松山裕基,32,大阪,54,B1,3.86,16.88,3.08,12.00,27,65.00,69,52.94,2
2026-07-18,平和島,9,4,4603,谷川将太,38,長崎,53,B1,5.46,36.14,2.67,0.00,46,38.46,12,17.86,3
2026-07-18,平和島,9,5,4887,富澤祐作,39,群馬,55,B1,4.99,34.02,5.45,36.36,65,27.78,72,26.67,5
2026-07-18,平和島,9,6,4112,大久保信,46,佐賀,52,A2,5.57,38.00,0.00,0.00,34,13.64,60,53.33,
2026-07-18,平和島,10,1,4640,山ノ内雅,35,福岡,53,A2,6.03,40.31,7.41,58.62,19,50.00,61,25.00,5
2026-07-18,平和島,10,2,4260,中越博紀,42,香川,54,B1,5.03,33.06,7.75,68.75,38,31.25,25,55.00,1
2026-07-18,平和島,10,3,4093,吉田宗弘,45,東京,51,B1,4.37,23.47,4.54,26.32,21,41.18,20,52.38,4
2026-07-18,平和島,10,4,3929,杢野誓良,50,愛知,52,B1,3.95,14.46,5.00,36.36,70,9.52,18,30.00,3
2026-07-18,平和島,10,5,4934,佐々木翔,30,大阪,56,A2,5.39,35.05,6.29,54.84,56,31.25,34,27.27,
2026-07-18,平和島,10,6,3548,室田泰史,56,福井,54,A2,5.23,34.43,0.00,0.00,55,38.89,22,30.00,
2026-07-18,平和島,11,1,3541,三嶌誠司,58,香川,54,A2,6.37,48.18,6.97,51.72,20,16.67,19,40.00,6
2026-07-18,平和島,11,2,4233,亀山雅幸,42,群馬,52,A2,6.22,47.93,5.62,42.55,24,17.65,28,38.10,3
2026-07-18,平和島,11,3,4692,酒井俊弘,42,福井,54,B1,4.71,30.23,4.67,27.27,12,58.33,63,25.00,2
2026-07-18,平和島,11,4,4201,佐竹友樹,43,埼玉,53,B1,4.22,18.63,4.84,22.58,13,27.27,59,33.33,4
2026-07-18,平和島,11,5,4553,坪口竜也,37,長崎,52,A2,5.76,36.89,6.18,41.18,62,46.67,35,50.00,7
2026-07-18,平和島,11,6,5228,若林樹蘭,23,東京,51,A2,5.37,30.67,6.22,43.75,58,50.00,66,6.67,5
2026-07-18,平和島,12,1,3716,石渡鉄兵,51,東京,54,A1,6.63,40.78,6.13,34.78,50,37.50,74,25.00,8
2026-07-18,平和島,12,2,3952,中澤和志,49,埼玉,52,A1,6.90,50.79,6.97,51.28,64,42.86,10,30.43,5
2026-07-18,平和島,12,3,4174,赤坂俊輔,43,長崎,52,A1,6.32,39.84,7.00,62.50,60,40.00,33,27.27,2
2026-07-18,平和島,12,4,4932,新開航,30,福岡,51,A1,7.49,52.48,7.41,51.35,43,44.44,71,25.00,4
2026-07-18,平和島,12,5,4573,佐藤翼,37,埼玉,52,A1,6.96,41.44,7.48,66.67,29,47.06,23,35.00,6
